公开号,名称,关系
CN113092494A,中车青岛四方车辆研究所有限公司,申请
CN113464874A,成都鸿吉盛建筑工程有限公司,申请
CN113890733A,上海赋华网络科技有限公司,申请
CN113178082A,河北锐驰交通工程咨询有限公司,申请
CN115348239A,中移（上海）信息通信科技有限公司,申请
CN115348239A,中移智行网络科技有限公司,申请
CN115348239A,中国移动通信集团有限公司,申请
CN113282990A,中铁十六局集团北京轨道交通工程建设有限公司,申请
CN113282990A,汕头大学,申请
CN113282990A,中铁十六局集团有限公司,申请
CN113833512A,甘肃新网通科技信息有限公司,申请
CN114382543A,王明,申请
CN213069027U,北海市景光电子有限公司,申请
CN213069027U,桂林电子科技大学,申请
CN114399584A,中国二十冶集团有限公司,申请
CN112804799A,周卫,申请
CN113516287A,广东粤海珠三角供水有限公司,申请
CN113516287A,中铁隧道局集团有限公司,申请
CN113516287A,盾构及掘进技术国家重点实验室,申请
CN113514855A,深圳市骅鼎鹏智能科技有限公司,申请
CN113183758A,昭通亮风台信息科技有限公司,申请
CN115914164A,浙江宇视科技有限公司,申请
CN112647977A,中铁隧道股份有限公司,申请
CN114049457A,南京慧筑信息技术研究院有限公司,申请
CN114049457A,北京工业大学,申请
CN114049457A,南通昊创智能科技有限公司,申请
CN113726016A,康威通信技术股份有限公司,申请
CN218096431U,重庆烯达科技有限公司,申请
CN114216407A,南通大学,申请
CN113996286A,浙江程润云环境科技有限公司,申请
CN113885592A,武汉市政工程设计研究院有限责任公司,申请
CN112924921A,国家电网有限公司,申请
CN112924921A,国网河北省电力有限公司信息通信分公司,申请
CN112924921A,北京万可信息技术有限公司,申请
CN214725096U,佛山市瑞陶窑炉有限公司,申请
CN113931648A,中交天和机械设备制造有限公司,申请
CN112145201A,中铁十六局集团有限公司,申请
CN112145201A,中铁十六局集团北京建功机械有限公司,申请
CN113872855A,安博科技有限公司,申请
CN214064523U,济南嘉正工程检测有限公司,申请
CN112863193A,厦门大学,申请
CN113959405A,临沧耀顺建筑有限公司,申请
CN113256082A,中交第二航务工程局有限公司,申请
CN113269865A,西南交通大学,申请
CN113489777A,厦门悦讯信息科技股份有限公司,申请
CN112677943A,中铁上海工程局集团有限公司,申请
CN112677943A,中铁上海工程局集团（苏州）轨道交通科技研究院有限公司,申请
CN112677943A,中铁上海工程局集团华海工程有限公司,申请
CN112486119A,中铁第四勘察设计院集团有限公司,申请
CN113298400A,江西锦路科技开发有限公司,申请
CN114120613A,内蒙古智能煤炭有限责任公司,申请
CN112581645A,国家电网有限公司,申请
CN112581645A,国网辽宁省电力有限公司,申请
CN112581645A,国网辽宁省电力有限公司电力科学研究院,申请
CN113356883A,中铁二十局集团有限公司,申请
CN114720272A,中国铁路经济规划研究院有限公司,申请
CN212408476U,广东荣文科技集团有限公司,申请
CN114270885A,三星电子株式会社,申请
CN113030641A,四川电力职业技术学院,申请
CN113030641A,国网四川省电力公司技能培训中心,申请
CN112880408A,福建省德化明英华陶瓷有限公司,申请
CN113269714A,西南交通大学,申请
CN113919571A,深圳吉米物流科技有限公司,申请
CN112267954A,朱国钧,申请
CN113719295A,同济大学,申请
CN113093053A,广州市扬新技术研究有限责任公司,申请
CN112968953A,江西方兴科技有限公司,申请
CN113450543A,苏州纽迈分析仪器股份有限公司,申请
CN113450543A,中国矿业大学,申请
CN113450543A,中国石油大学（华东）,申请
CN214098610U,华威博奥（文安）电力设备有限公司,申请
CN213186564U,云南恩田智能设备有限公司,申请
CN214091898U,中铁二十二局集团第四工程有限公司,申请
CN113347170A,北京计算机技术及应用研究所,申请
CN213276291U,大连理工大学,申请
CN112491984A,上海连尚网络科技有限公司,申请
CN112857444A,东莞理工学院,申请
CN113992709A,北京理工新源信息科技有限公司,申请
CN212716751U,中交路桥建设有限公司,申请
CN212716751U,中交路桥南方工程有限公司,申请
CN112890128A,福建泰迪宠物食品有限公司,申请
CN115248086A,北方工业大学,申请
CN115248086A,中冶交通建设集团有限公司,申请
CN113436715A,海恩康（天津）医疗科技有限公司,申请
CN114027364A,云南昆船设计研究院有限公司,申请
CN113566903A,山东科华电力技术有限公司,申请
CN113566903A,国网山东省电力公司临沂供电公司,申请
CN306320293S,云南航天工程物探检测股份有限公司,申请
CN113358544A,西南交通大学,申请
CN113358544A,叙镇铁路有限责任公司,申请
CN113613100A,清华大学,申请
CN114233361A,浙江上风高科专风实业股份有限公司,申请
CN214028901U,国家电网有限公司,申请
CN214028901U,国网辽宁省电力有限公司,申请
CN214028901U,国网辽宁省电力有限公司电力科学研究院,申请
CN114470555A,交通运输部公路科学研究所,申请
CN113256992A,智道网联科技（深圳）有限公司,申请
CN113256992A,智道网联科技（北京）有限公司,申请
CN213775235U,四川联畅工业设计有限公司,申请
CN213929928U,陕西中隧建设工程有限公司,申请
CN113931679A,兰州交通大学,申请
CN113931679A,甘肃新网通科技信息有限公司,申请
CN212137393U,山东康威通信技术股份有限公司,申请
CN212137393U,国家电网有限公司,申请
CN212137393U,国网辽宁省电力有限公司大连供电公司,申请
CN214112528U,中铁十八局集团市政工程有限公司,申请
CN214112528U,中铁十八局集团有限公司,申请
CN214112528U,中创国智科技（天津）有限公司,申请
CN211715179U,武汉华中科大土木工程检测中心,申请
CN211715179U,华中科技大学,申请
CN113709952A,鑫宏图科贸有限公司,申请
CN113065818A,中广核工程有限公司,申请
CN113065818A,中山大学,申请
CN212709382U,刘帆,申请
CN112988240A,江苏省未来网络创新研究院,申请
CN306372868S,山西奥科远科技有限公司,申请
CN115348704A,袁卫东,申请
CN213984999U,天津华际航兴科技有限公司,申请
CN212716710U,长安大学,申请
CN212716710U,台州元合建设发展有限公司,申请
CN113120541A,山东交通学院,申请
CN114051303A,葛洲坝集团交通投资有限公司,申请
CN213370186U,北京恒扉嘉泰建设工程有限公司,申请
CN113852749A,深圳市迅朗科技有限公司,申请
CN114274150A,江苏齐物信息科技有限公司,申请
CN112550225A,厦门金龙联合汽车工业有限公司,申请
CN112618364A,东莞市风火轮热能科技有限公司,申请
CN114982361A,中兴通讯股份有限公司,申请
CN112984450A,江西省交通科学研究院有限公司,申请
CN112304974A,长沙麦睛科技有限公司,申请
CN214170592U,陕西中霖集团工程设计研究有限公司,申请
CN113803089A,中交一公局第四工程有限公司,申请
CN113803089A,中交一公局集团有限公司,申请
CN114542154A,中国电建集团透平科技有限公司,申请
CN113362650A,广东飞达交通工程有限公司,申请
CN112417573A,华中科技大学,申请
CN114049337A,黑龙江农垦建工路桥有限公司,申请
CN213533253U,四川省交通勘察设计研究院有限公司,申请
CN214372615U,国家电网有限公司,申请
CN214372615U,国网辽宁省电力有限公司,申请
CN214372615U,国网辽宁省电力有限公司电力科学研究院,申请
CN213064946U,深圳市双喜管业有限公司,申请
CN113446953A,深圳市市政设计研究院有限公司,申请
CN214997722U,洛阳中铁强力机械有限公司,申请
CN213336218U,珠海市深瑞智联科技有限公司,申请
CN113436714A,海恩康（天津）医疗科技有限公司,申请
CN211650165U,任杰,申请
CN212359790U,中铁广州工程局集团有限公司,申请
CN212359790U,中铁广州工程局集团第三工程有限公司,申请
CN112799150A,浙大网新系统工程有限公司,申请
CN112885100A,湖南联智科技股份有限公司,申请
CN113222416A,中铁工程装备集团有限公司,申请
CN113362469A,中南大学,申请
CN113362469A,长沙市轨道交通三号线建设发展有限公司,申请
CN112448308A,郑州科技学院,申请
CN114357579A,华南理工大学,申请
CN113756856A,河北工业大学,申请
CN113432498A,重庆工程职业技术学院,申请
CN213780725U,中交一公局交通工程有限公司,申请
CN213780725U,中交一公局第七工程有限公司,申请
CN213780725U,中津沛科建设股份有限公司,申请
CN213898992U,江苏晟德机械设备有限公司,申请
CN114463968A,江苏齐物信息科技有限公司,申请
CN114991866A,中国国家铁路集团有限公司,申请
CN114991866A,中国铁道科学研究院集团有限公司,申请
CN114991866A,北京经纬信息技术有限公司,申请
CN114991866A,中国铁道科学研究院集团有限公司电子计算技术研究所,申请
CN211352529U,承德市嘉洁能仪表有限公司,申请
CN113193988A,烽火通信科技股份有限公司,申请
CN211232779U,林佩舟,申请
CN213662996U,深圳市朗锐恒科技开发有限公司,申请
CN212867644U,国家电网有限公司,申请
CN212867644U,国网山东省电力公司寿光市供电公司,申请
CN212318069U,福建省智能养护工程有限公司,申请
CN212318069U,福建省交通建设工程监理咨询有限公司,申请
CN212274912U,招商局重庆交通科研设计院有限公司,申请
CN114293909A,中建安装集团有限公司,申请
CN214145489U,无锡华瀚能源装备科技有限公司,申请
CN214145489U,平顶山天安煤业股份有限公司,申请
CN112784335A,西南交通大学,申请
CN112784335A,四川藏区高速公路有限责任公司,申请
CN211930916U,王子韩,申请
CN114087569A,安徽馥蔓科技有限公司,申请
CN112238449A,山东交通学院,申请
CN112238449A,山东夷路安交通科技发展有限公司,申请
CN112238449A,山东泉建工程检测有限公司,申请
CN112238449A,山东省机械设计研究院,申请
CN212988366U,通号工程局集团电气工程有限公司,申请
CN112691318A,武汉科技大学,申请
CN112504350A,河南理工大学,申请
CN112504350A,石家庄铁道大学,申请
CN213088073U,中国建筑第二工程局有限公司,申请
CN212201898U,湖南工业大学,申请
CN212724371U,贵州省公安厅交通管理科学研究所,申请
CN213840839U,青岛理工大学,申请
CN113818892A,中国铁建重工集团股份有限公司,申请
CN113615951A,王佩英,申请
CN114241720A,北京市市政工程研究院,申请
CN114241720A,中国地质大学（北京）,申请
CN112367312A,北京亚鸿世纪科技发展有限公司,申请
CN114002068A,长江勘测规划设计研究有限责任公司,申请
CN114002068A,长江水利委员会长江科学院,申请
CN113190495A,安博科技有限公司,申请
CN114374648A,芯启源（南京）半导体科技有限公司,申请
CN215213503U,北京工业大学,申请
CN215213503U,北京市政路桥股份有限公司,申请
CN112810638A,福建师范大学,申请
CN114109397A,西南交通大学,申请
CN114109397A,深圳地铁建设集团有限公司,申请
CN213938380U,贾祎飞,申请
CN212337311U,中铁第四勘察设计院集团有限公司,申请
CN212337311U,西南交通大学,申请
CN112282805A,中铁隧道局集团有限公司,申请
CN112282805A,中铁隧道勘察设计研究院有限公司,申请
CN114017883A,爱优特空气技术（上海）有限公司,申请
CN212123358U,山东康威通信技术股份有限公司,申请
CN212123358U,国家电网有限公司,申请
CN212123358U,国网辽宁省电力有限公司大连供电公司,申请
CN212510852U,中铁十四局集团第三工程有限公司,申请
CN215282558U,广西大学,申请
CN112864947A,山东鲁能软件技术有限公司智能电气分公司,申请
CN113965901A,山东高速股份有限公司,申请
CN113606532A,袁景环,申请
CN112258049A,西南交通大学,申请
CN112258049A,四川藏区高速公路有限责任公司,申请
CN213450461U,上海进贤机电科技有限公司,申请
CN113701082A,安徽长龙电气集团有限公司,申请
CN112775074A,苏州立创致恒电子科技有限公司,申请
CN113903187A,桂林电子科技大学,申请
CN113903187A,东风柳州汽车有限公司,申请
CN114013469A,中铁一局集团有限公司,申请
CN114013469A,中铁一局集团天津建设工程有限公司,申请
CN114279502A,国家电网有限公司,申请
CN114279502A,北京电力工程有限公司,申请
CN114279502A,国网北京市电力公司,申请
CN115223106A,南京大学,申请
CN112907988A,四川九通智路科技有限公司,申请
CN113199966A,浙江大学,申请
CN113199966A,中国铁建电气化局集团有限公司,申请
CN113199966A,中国铁建电气化局集团第二工程有限公司,申请
CN213276927U,河北上元智能科技股份有限公司,申请
CN113638759A,固远晨通科技发展有限公司,申请
CN114097207A,元集群LT有限责任公司,申请
CN113630942A,安徽极光照明工程有限公司,申请
CN213396499U,山西太谷明兴碳素玛钢有限公司,申请
CN212259404U,上海典欧实业有限公司,申请
CN112651837A,上海能链众合科技有限公司,申请
CN214273738U,四川九通智路科技有限公司,申请
CN114034007A,兰州交通大学,申请
CN215309825U,王伟,申请
CN114086438A,湖南中建五局绿色市政工程研究中心有限公司,申请
CN114086438A,中建五局土木工程有限公司,申请
CN114086438A,中国建筑第五工程局有限公司,申请
CN113445986A,中铁二十三局集团第三工程有限公司,申请
CN113936455A,华北水利水电大学,申请
CN113804155A,中铁七局集团第四工程有限公司,申请
CN113804155A,中铁七局集团有限公司,申请
CN113090519A,南京清铭宇自控科技有限公司,申请
CN114029957A,渭南陕煤启辰科技有限公司,申请
CN113092467A,长江大学,申请
CN113504780A,上海同岩土木工程科技股份有限公司,申请
CN113778105A,四川智动木牛智能科技有限公司,申请
CN112560023A,广东电力通信科技有限公司,申请
CN211791603U,广州地铁设计研究院股份有限公司,申请
CN115248834A,北京四维图新科技股份有限公司,申请
CN114201860A,红云红河烟草（集团）有限责任公司,申请
CN112171911A,四川省交通勘察设计研究院有限公司,申请
CN113006873A,重庆城投基础设施建设有限公司,申请
CN113279767A,凌振英,申请
CN114154382A,中咨数据有限公司,申请
CN114154382A,中国公路工程咨询集团有限公司,申请
CN113207917A,云峰机械（福建）有限公司,申请
CN112883474A,中南大学,申请
CN212811293U,贵州黔程慧通科技发展有限责任公司,申请
CN213205764U,北京市政建设集团有限责任公司,申请
CN213205764U,北京高新市政工程科技有限公司,申请
CN113588037A,河南理工大学,申请
CN212970185U,贵州黔程慧通科技发展有限责任公司,申请
CN114059995A,河南和远机械科技有限公司,申请
CN212352005U,上海城建信息科技有限公司,申请
CN113273399A,李智蕾,申请
CN212340562U,中铁第四勘察设计院集团有限公司,申请
CN212340562U,西南交通大学,申请
CN113985193A,中津沛科建设股份有限公司,申请
CN114352023A,石家庄铁道大学,申请
CN114352023A,中交二公局铁路建设有限公司,申请
CN113230533A,卫洪超,申请
CN114143340A,南京南瑞继保电气有限公司,申请
CN114143340A,南京南瑞继保工程技术有限公司,申请
CN114143340A,南瑞集团有限公司,申请
CN112466141A,深圳慧拓无限科技有限公司,申请
CN112677983A,浙江大学,申请
CN212910121U,重庆市远东灯具照明有限公司,申请
CN113612820A,之江实验室,申请
CN113323467A,上海市城市建设设计研究总院（集团）有限公司,申请
CN112594619A,大连理工江苏研究院有限公司,申请
CN212132792U,王丽慧,申请
CN212132792U,吴喜平,申请
CN113497806A,国铁吉讯科技有限公司,申请
CN112380246A,国网江苏省电力有限公司经济技术研究院,申请
CN112380246A,江苏电力信息技术有限公司,申请
CN213709280U,江苏省无锡交通高等职业技术学校,申请
CN113472851A,中交第一航务工程局有限公司,申请
CN113472851A,中交天津港湾工程研究院有限公司,申请
CN113472851A,天津港湾工程质量检测中心有限公司,申请
CN112647957A,上海隧道工程有限公司,申请
CN112647957A,上海大学,申请
CN211783409U,中交公路规划设计院有限公司,申请
CN213123269U,国家电网有限公司,申请
CN213123269U,国网山东省电力公司梁山县供电公司,申请
CN212516033U,兰州朗青交通科技有限公司,申请
CN113187517A,兰州交通大学,申请
CN113187517A,兰州云祥达机电科技有限公司,申请
CN112796800A,陕西省交通建设集团公司,申请
CN112804798A,贾祎飞,申请
CN114352300A,江苏徐工工程机械研究院有限公司,申请
CN212519067U,深圳微云通科技有限公司,申请
CN212337869U,西南交通大学,申请
CN212614854U,冷涛,申请
CN114145004A,比特梵德知识产权管理有限公司,申请
CN213592863U,山东交通学院,申请
CN213592863U,山东夷路安交通科技发展有限公司,申请
CN213592863U,山东泉建工程检测有限公司,申请
CN213592863U,山东省机械设计研究院,申请
CN113029390A,哈夫曼数字技术（苏州）有限公司,申请
CN113899295A,中铁七局集团第四工程有限公司,申请
CN113899295A,中铁七局集团有限公司,申请
CN113905474A,中国电建集团华东勘测设计研究院有限公司,申请
CN112990227A,中国铁建重工集团股份有限公司,申请
CN213270409U,江西正源电气科技有限公司,申请
CN212200127U,扬州大学,申请
CN114233371A,湖南科技大学,申请
CN213513102U,王瑛,申请
CN113723626A,广州轨道交通建设监理有限公司,申请
CN113129610A,云南省交通规划设计研究院有限公司,申请
CN114103793A,深圳市星标电子科技有限公司,申请
CN112883548A,四川九通智路科技有限公司,申请
CN113251351A,贾祎飞,申请
CN113673402A,南京四维向量科技有限公司,申请
CN112422826A,娄底职业技术学院,申请
CN112488477A,清华珠三角研究院,申请
CN112488477A,广州德中科技有限公司,申请
CN113291385A,深圳市虹鹏能源科技有限责任公司,申请
CN112541480A,华中科技大学,申请
CN112828856A,科大智能科技股份有限公司,申请
CN112828856A,合肥科大智能机器人技术有限公司,申请
CN112828856A,科大智能电气技术有限公司,申请
CN114113118A,同济大学,申请
CN112879047A,北京交通大学,申请
CN112879047A,中铁十六局集团有限公司,申请
CN112879047A,中国石油大学（华东）,申请
CN112738470A,太原理工大学,申请
CN113700505A,中铁工程装备集团隧道设备制造有限公司,申请
CN211602157U,齐鲁交通信息集团有限公司,申请
CN212677412U,广州市北二环交通科技有限公司,申请
CN113837453A,中建三局绿色产业投资有限公司,申请
CN113543558A,广州市坤龙信息系统有限公司,申请
CN113592860A,江苏濠汉信息技术有限公司,申请
CN114036750A,交通运输部公路科学研究所,申请
CN114036750A,中交一公局厦门工程有限公司,申请
CN114036750A,南京智慧岩土工程技术研究院有限公司,申请
CN114220264A,中交第二公路工程局有限公司,申请
CN212873692U,张敏阳,申请
CN113847068A,中国建筑第八工程局有限公司,申请
CN114170434A,郑州航空工业管理学院,申请
CN112598755A,中国铁建重工集团股份有限公司,申请
CN113703037A,北京伊拜科技有限责任公司,申请
CN113703037A,山西惠杰科技有限公司,申请
CN113725731A,深圳市中科芯辰科技有限公司,申请
CN113392147A,中铁二院工程集团有限责任公司,申请
CN213724533U,山东省交通规划设计院集团有限公司,申请
CN211791604U,北京市轨道交通建设管理有限公司,申请
CN211791604U,南京坤拓土木工程科技有限公司,申请
CN211551427U,许中璞,申请
CN211648194U,中南大学,申请
CN211648194U,山东省路桥集团有限公司,申请
CN214007164U,青岛理工大学,申请
CN112963189A,贵州道坦坦科技股份有限公司,申请
CN113962475A,交通运输部公路科学研究所,申请
CN113962475A,中交一公局厦门工程有限公司,申请
CN113962475A,南京智慧岩土工程技术研究院有限公司,申请
CN113132417A,国能信控互联技术有限公司,申请
CN212901069U,潍坊恒信电器有限公司,申请
CN213631515U,苏州脉巨自动化设备科技有限公司,申请
CN113276896A,浙江大学,申请
CN113276896A,中国铁建电气化局集团有限公司,申请
CN113276896A,中国铁建电气化局集团第二工程有限公司,申请
CN113739810A,众能联合数字技术有限公司,申请
CN113532425A,西南交通大学,申请
CN113027482A,西安科技大学,申请
CN114019846A,成都金隧自动化工程有限责任公司,申请
CN112580886A,苏州智方电力设计有限公司,申请
CN113107509A,鲁敬卫,申请
CN212986906U,龙腾照明集团股份有限公司,申请
CN113285864A,安博科技有限公司,申请
CN114301735A,北京天融信网络安全技术有限公司,申请
CN114301735A,北京天融信软件有限公司,申请
CN114301735A,北京天融信科技有限公司,申请
CN114076552A,中交一公局集团有限公司,申请
CN114103332A,辽宁省检验检测认证中心,申请
CN113343341A,中易天建设工程技术（深圳）有限公司,申请
CN113343341A,中国铁建电气化局集团北方工程有限公司,申请
CN215892068U,广州博路电子设备有限公司,申请
CN212463381U,安徽迪万科技有限公司,申请
CN112750326A,北京中交国通智能交通系统技术有限公司,申请
CN113738434A,福建闽山消防有限公司,申请
CN212084350U,蓬莱金王耐磨物料有限公司,申请
CN112468332A,中盈优创资讯科技有限公司,申请
CN113092495A,成都国铁电气设备有限公司,申请
CN114212101A,江铃汽车股份有限公司,申请
CN213385098U,杭州博欣科技有限公司,申请
CN212833508U,白加宝,申请
CN212833508U,温定乾,申请
CN213750759U,南京信息工程大学,申请
CN113701134A,南通天骄照明设备有限公司,申请
CN112539068A,同济大学,申请
CN112814727A,李颖,申请
CN114402635A,强力价值链网络投资组合2019有限公司,申请
CN113653058A,赵立财,申请
CN114486671A,广东省交通规划设计研究院集团股份有限公司,申请
CN211669095U,云南省公路科学技术研究院,申请
CN114111361A,哈尔滨工业大学,申请
CN114007240A,中津沛科建设股份有限公司,申请
CN112817356A,四川九门铁创交通技术有限公司,申请
CN112832801A,吴佳琪,申请
CN114046747A,南京慧筑信息技术研究院有限公司,申请
CN114046747A,北京工业大学,申请
CN114046747A,南通昊创智能科技有限公司,申请
CN212958756U,中铁十八局集团有限公司,申请
CN115379524A,启碁科技股份有限公司,申请
CN112843571A,陕西中霖集团工程设计研究有限公司,申请
CN113790079A,重庆市城投路桥管理有限公司,申请
CN113491854A,吉林建筑大学,申请
CN113205133A,成都国铁电气设备有限公司,申请
CN213690298U,四川瑞霆电力科技有限公司,申请
CN113985430A,长春一汽富晟集团有限公司,申请
CN114109415A,中南大学,申请
CN114109415A,中铁十四局集团隧道工程有限公司,申请
CN114109415A,水利部新疆维吾尔自治区水利水电勘测设计研究院,申请
CN114109415A,新疆额尔齐斯河流域开发工程建设管理局,申请
CN114357478A,国网湖北省电力有限公司信息通信公司,申请
CN114357478A,国家电网有限公司,申请
CN213755059U,浙江温州甬台温高速公路有限公司,申请
CN112487695A,中南大学,申请
CN112487695A,中国国家铁路集团有限公司,申请
CN112487695A,中铁二院工程集团有限责任公司,申请
CN112487695A,中国铁道科学研究院集团有限公司,申请
CN113027801A,江苏普瑞尔特控制工程有限公司,申请
CN112374082A,南京双京电博特种机器人产业研究院有限公司,申请
CN212873715U,张敏阳,申请
CN112258094A,西南交通大学,申请
CN113665482A,重庆理工大学,申请
CN211783398U,西安建筑科技大学,申请
CN113515877A,中国市政工程中南设计研究总院有限公司,申请
CN112554900A,中信重工机械股份有限公司,申请
CN112554900A,中国人民解放军96608部队,申请
CN213751458U,西安华谱电力设备制造有限公司,申请
CN213751458U,国网陕西省电力公司宝鸡供电公司,申请
CN214403598U,中铁十六局集团第四工程有限公司,申请
CN214403598U,中铁十六局集团有限公司,申请
CN114021234A,中国国家铁路集团有限公司,申请
CN114021234A,西南交通大学,申请
CN114021234A,中国铁道科学研究院集团有限公司,申请
CN213960544U,王畅,申请
CN112422216A,江苏省交通工程建设局,申请
CN112422216A,北京中交国通智能交通系统技术有限公司,申请
CN113427619A,中铁十四局集团房桥有限公司,申请
CN212516032U,广西交科集团有限公司,申请
CN112536579A,肇庆市第二机床厂有限公司,申请
CN213945995U,洛阳中铁强力机械有限公司,申请
CN113720499A,中国建筑第四工程局有限公司,申请
CN112506242A,贵州大学,申请
CN112943363A,广东工业大学,申请
CN112943363A,中交四航工程研究院有限公司,申请
CN112927549A,中铁三局集团有限公司,申请
CN112927549A,中铁三局集团桥隧工程有限公司,申请
CN214901113U,浙江省交通运输科学研究院,申请
CN113250718A,北京建工土木工程有限公司,申请
CN212854397U,山西吉瑞科技发展有限公司,申请
CN113923414A,浙江机电职业技术学院,申请
CN113153346A,台州市博甄科技有限公司,申请
CN114077220A,郑州祥煜电气技术有限公司,申请
CN114132333A,阿维塔科技（重庆）有限公司,申请
CN113467315A,中交投资南京有限公司,申请
CN113702683A,广西电网有限责任公司南宁供电局,申请
CN113702683A,南方电网数字电网研究院有限公司,申请
CN113189449A,沸蓝建设咨询有限公司,申请
CN112431634A,陕西铁路工程职业技术学院,申请
CN113184678A,北京建工土木工程有限公司,申请
CN112832863A,西南交通大学,申请
CN112832863A,四川公路桥梁建设集团有限公司公路隧道分公司,申请
CN113050654A,中车青岛四方车辆研究所有限公司,申请
CN113198640A,重庆沪渝高速公路有限公司,申请
CN113198640A,招商局重庆交通科研设计院有限公司,申请
CN113198640A,重庆渝黔高速公路有限公司,申请
CN113047881A,南京博联特光电科技有限公司,申请
CN113601505A,中铁工程装备集团有限公司,申请
CN113589717A,江苏思行达信息技术有限公司,申请
CN114135279A,山东大学,申请
CN114135278A,山东大学,申请
CN114124503A,北京邮电大学,申请
CN114140448A,广西路信云信息技术有限公司,申请
CN114140448A,广西路桥工程集团有限公司,申请
CN212990298U,兰州朗青交通科技有限公司,申请
CN113532396A,中铁十一局集团有限公司,申请
CN113532396A,中铁十一局集团第五工程有限公司,申请
CN114182974A,温州职业技术学院,申请
CN114086967A,中国地震局地震研究所,申请
CN114086967A,武汉地震科学仪器研究院有限公司,申请
CN113808093A,中铁一局集团第五工程有限公司,申请
CN113808093A,中国中铁股份有限公司,申请
CN113808093A,中铁一局集团有限公司,申请
CN305989156S,盾构及掘进技术国家重点实验室,申请
CN214046065U,南京七星照明科技有限公司,申请
CN112554954A,招商局重庆交通科研设计院有限公司,申请
CN112554954A,青海省交通建设管理有限公司,申请
CN116338694A,罗伯特·博世有限公司,申请
CN113513167A,深圳市中深装建设集团有限公司,申请
CN114666080A,息象（北京）科技发展有限公司,申请
CN114580191A,株洲中车时代电气股份有限公司,申请
CN115796972A,中核华纬工程设计研究有限公司,申请
CN216313473U,甘肃省交通科技通信中心,申请
CN114909623A,中铁第六勘察设计院集团有限公司,申请
CN114485298A,广东华晟安全职业评价有限公司,申请
CN215860269U,侯超,申请
CN116096305A,上海卓梦医疗科技有限公司,申请
CN115788155A,颜小梅,申请
CN115097778A,乔吉龙,申请
CN216446969U,甘肃新网通科技信息有限公司,申请
CN114821247A,杭州闪马智擎科技有限公司,申请
CN114837552A,重庆工程职业技术学院,申请
CN216757628U,李海军,申请
CN115788470A,中铁工程装备集团有限公司,申请
CN114832253A,智信慧通技术（武汉）有限公司,申请
CN115371860A,重庆交通大学,申请
CN114893699A,三泽（山东）电气技术有限公司,申请
CN115223081A,王恒,申请
CN115451505A,爱优特空气技术（上海）有限公司,申请
CN215222168U,深圳尊悦智能科技有限公司,申请
CN114964362A,王鹏,申请
CN115929379A,中交第二公路工程局有限公司,申请
CN115984218A,江苏省建筑工程质量检测中心有限公司,申请
CN114964026A,中电建路桥集团有限公司,申请
CN115726801A,中铁工程装备集团有限公司,申请
CN216486494U,湖南五新隧道智能装备股份有限公司,申请
CN114967584A,山西世沃恒通科技有限公司,申请
CN115853017A,中交第一航务工程局有限公司,申请
CN115853017A,中交一航局第二工程有限公司,申请
CN116067685A,中国科学院武汉岩土力学研究所,申请
CN116067685A,中铁隧道局集团有限公司,申请
CN116067685A,中铁隧道勘察设计研究院有限公司,申请
CN115174627A,国家电网有限公司,申请
CN115174627A,国网山东省电力公司青岛供电公司,申请
CN215253025U,国家电网有限公司,申请
CN215253025U,国网青海省电力公司西宁供电公司,申请
CN215253025U,国网青海省电力公司,申请
CN114978731A,北京计算机技术及应用研究所,申请
CN117353959A,深圳市中兴微电子技术有限公司,申请
CN114596299A,江苏方天电力技术有限公司,申请
CN114596299A,国网江苏省电力有限公司无锡供电分公司,申请
CN115013026A,北京工业大学,申请
CN115749957A,中铁二院华东勘察设计有限责任公司,申请
CN115749957A,华东交通大学,申请
CN115749957A,南昌轨道交通集团有限公司,申请
CN115749957A,南昌轨道房桥建材有限公司,申请
CN215997728U,成都新一驱动技术有限责任公司,申请
CN114856710A,四川兴蜀公路建设发展有限责任公司,申请
CN114856710A,四川川交路桥有限责任公司,申请
CN115467694A,中国国家铁路集团有限公司,申请
CN115467694A,西南交通大学,申请
CN115467694A,中铁隧道局集团有限公司,申请
CN215718947U,长安大学,申请
CN216217168U,深圳市迅朗科技有限公司,申请
CN216077223U,毋波,申请
CN217282717U,北京中瑞方兴科技有限公司,申请
CN215345170U,厦门交安建设工程有限公司,申请
CN217067483U,重庆渝信路桥发展有限公司,申请
CN115720198A,中电信数智科技有限公司,申请
CN114227640A,湖南工商大学,申请
CN215495412U,湖南省交通科学研究院有限公司,申请
CN214836434U,中铁工程服务有限公司,申请
CN114842079A,四川大学,申请
CN114718647A,中建隧道建设有限公司,申请
CN114718647A,中国建筑第五工程局有限公司,申请
CN114704285A,中铁隧道局集团有限公司,申请
CN114704285A,中铁隧道勘察设计研究院有限公司,申请
CN114952827A,山东新一代信息产业技术研究院有限公司,申请
CN217011207U,深圳市凯全通信科技有限公司,申请
CN114542099A,上海交通大学,申请
CN114934779A,福建省交建集团工程有限公司,申请
CN115574418A,中铁五局集团有限公司,申请
CN115574418A,中铁五局集团电务工程有限责任公司,申请
CN114252128A,北京京投城市管廊投资有限公司,申请
CN114252128A,中铁电气化局集团有限公司,申请
CN114252128A,中国矿业大学（北京）,申请
CN114943940A,山东金宇信息科技集团有限公司,申请
CN214425801U,邵阳学院,申请
