公开号,名称,关系
CN112697105A,重庆项乾光宇专利代理事务所(普通合伙),代理
CN112969269A,深圳深瑞知识产权代理有限公司,代理
CN113586123A,北京科迪生专利代理有限责任公司,代理
CN113902342A,北京科家知识产权代理事务所(普通合伙),代理
CN114218343A,北京中企鸿阳知识产权代理事务所(普通合伙),代理
CN112494849A,阜新市和达专利事务所,代理
CN113424055A,济南圣达知识产权代理有限公司,代理
CN113888754A,北京思海天达知识产权代理有限公司,代理
CN113216982A,广东捷成专利商标代理事务所(普通合伙),代理
CN113359185A,无锡知之火专利代理事务所(特殊普通合伙),代理
CN113840432A,西安创知专利事务所,代理
CN213876412U,长沙科明知识产权代理事务所(普通合伙),代理
CN112671578A,北京集佳知识产权代理有限公司,代理
CN113850982A,常州联正专利代理事务所(普通合伙),代理
CN112811210A,北京中知法苑知识产权代理有限公司,代理
CN113623003A,天津玺名知识产权代理有限公司,代理
CN212137962U,成都厚为专利代理事务所(普通合伙),代理
CN113446042A,上海容慧专利代理事务所(普通合伙),代理
CN112252087A,蚌埠幺四零二知识产权代理事务所(普通合伙),代理
CN113079614A,北京中南长风知识产权代理事务所(普通合伙),代理
CN116330916A,上海光华专利事务所(普通合伙),代理
CN113847903A,北京集佳知识产权代理有限公司,代理
CN113137253A,郑州浩翔专利代理事务所(特殊普通合伙),代理
CN113722797A,北京慕达星云知识产权代理事务所(特殊普通合伙),代理
CN114747246A,北京市金杜律师事务所,代理
CN214577195U,北京同恒源知识产权代理有限公司,代理
CN113971866A,济南圣达知识产权代理有限公司,代理
CN113890789A,苏州三英知识产权代理有限公司,代理
CN112549749A,大连东方专利代理有限责任公司,代理
CN214660172U,杭州求是专利事务所有限公司,代理
CN114033399A,上海科律专利代理事务所(特殊普通合伙),代理
CN112683282A,上海容慧专利代理事务所(普通合伙),代理
CN212098830U,北京商专润文专利代理事务所(普通合伙),代理
CN113487347A,南昌新天下专利商标代理有限公司,代理
CN214420187U,南京钟山专利代理有限公司,代理
CN113409535A,北京华际知识产权代理有限公司,代理
CN113487930A,上海科盛知识产权代理有限公司,代理
CN213899163U,郑州龙腾盛世专利代理事务所(普通合伙),代理
CN114019950A,哈尔滨龙科专利代理有限公司,代理
CN113260123A,北京知呱呱知识产权代理有限公司,代理
CN214205716U,济南圣达知识产权代理有限公司,代理
CN112554891A,杭州求是专利事务所有限公司,代理
CN113707806A,济南金迪知识产权代理有限公司,代理
CN114033451A,西安正华恒远知识产权代理事务所(普通合伙),代理
CN112523804A,广州粤高专利商标代理有限公司,代理
CN212620399U,重庆德创至道知识产权代理事务所(普通合伙),代理
CN113916293A,大连优路智权专利代理事务所(普通合伙),代理
CN114049811A,北京喆翙知识产权代理有限公司,代理
CN213987249U,西安西达专利代理有限责任公司,代理
CN113156492A,武汉宇晨专利事务所(普通合伙),代理
CN114542163A,郑州大通专利商标代理有限公司,代理
CN114046174A,北京同恒源知识产权代理有限公司,代理
CN112834377A,北京东方盛凡知识产权代理事务所(普通合伙),代理
CN112211653A,长沙七源专利代理事务所(普通合伙),代理
CN112219872A,泉州市潭思专利代理事务所(普通合伙),代理
CN113074695A,成都信博专利代理有限责任公司,代理
CN113503176A,芜湖安汇知识产权代理有限公司,代理
CN113487197A,长春市吉利专利事务所(普通合伙),代理
CN112799365A,广州三环专利商标代理有限公司,代理
CN112403720A,北京轻创知识产权代理有限公司,代理
CN112901201A,江西省专利事务所,代理
CN113131970A,成都信博专利代理有限责任公司,代理
CN114268473A,北京维正专利代理有限公司,代理
CN112393586A,北京中济纬天专利代理有限公司,代理
CN214388588U,大连格智知识产权代理有限公司,代理
CN112882437A,郑州浩翔专利代理事务所(特殊普通合伙),代理
CN113153350A,北京东方盛凡知识产权代理事务所(普通合伙),代理
CN213269913U,合肥市科融知识产权代理事务所(普通合伙),代理
CN113050455A,上海科盛知识产权代理有限公司,代理
CN114417697A,济南圣达知识产权代理有限公司,代理
CN212318011U,成都行之专利代理事务所(普通合伙),代理
CN112757316A,苏州国卓知识产权代理有限公司,代理
CN211629477U,合肥方舟知识产权代理事务所(普通合伙),代理
CN213674146U,上海宏京知识产权代理事务所(普通合伙),代理
CN113240163A,西安新思维专利商标事务所有限公司,代理
CN214355927U,重庆天成卓越专利代理事务所(普通合伙),代理
CN113928349A,北京天盾知识产权代理有限公司,代理
CN113090292A,成都智言知识产权代理有限公司,代理
CN113538840A,北京智乾知识产权代理事务所(普通合伙),代理
CN112878370A,深圳市华腾知识产权代理有限公司,代理
CN112563962A,济南诚智商标专利事务所有限公司,代理
CN306189074S,贵阳易博皓专利代理事务所(普通合伙),代理
CN214423221U,嘉兴海创专利代理事务所(普通合伙),代理
CN213207612U,成都行之专利代理事务所(普通合伙),代理
CN113507375A,北京知汇林知识产权代理事务所(普通合伙),代理
CN213262695U,北京盛凡智荣知识产权代理有限公司,代理
CN215867976U,广州知友专利商标代理有限公司,代理
CN213213865U,北京康信知识产权代理有限责任公司,代理
CN214835073U,北京久维律师事务所,代理
CN113049322A,广东有知猫知识产权代理有限公司,代理
CN113538770A,北京同辉知识产权代理事务所(普通合伙),代理
CN113682224A,广州华进联合专利商标代理有限公司,代理
CN112576310A,济南圣达知识产权代理有限公司,代理
CN113542097A,北京柏杉松知识产权代理事务所(普通合伙),代理
CN113236349A,成都正华专利代理事务所(普通合伙),代理
CN114210712A,郑州银河专利代理有限公司,代理
CN212177214U,北京淮海知识产权代理事务所(普通合伙),代理
CN214303145U,北京纽乐康知识产权代理事务所(普通合伙),代理
CN113112817A,北京沁优知识产权代理有限公司,代理
CN112291147A,北京海虹嘉诚知识产权代理有限公司,代理
CN112418645A,北京市盛峰律师事务所,代理
CN213649554U,南京中盟科创知识产权代理事务所(特殊普通合伙),代理
CN113137952A,山东济南齐鲁科技专利事务所有限公司,代理
CN113673011A,杭州九洲专利事务所有限公司,代理
CN113794949A,广州市专注鱼专利代理有限公司,代理
CN113624201A,浙江永航联科专利代理有限公司,代理
CN112629478A,长春市四环专利事务所(普通合伙),代理
CN114294015A,北京权智天下知识产权代理事务所(普通合伙),代理
CN114034440A,哈尔滨龙科专利代理有限公司,代理
CN214042072U,济南信达专利事务所有限公司,代理
CN114146871A,广州越华专利代理事务所(普通合伙),代理
CN212197265U,沈阳科苑专利商标代理有限公司,代理
CN114323113A,济南圣达知识产权代理有限公司,代理
CN112267909A,上海元好知识产权代理有限公司,代理
CN113107505A,成都正华专利代理事务所(普通合伙),代理
CN214078022U,苏州创元专利商标事务所有限公司,代理
CN112762997A,北京智绘未来专利代理事务所(普通合伙),代理
CN114462098A,南京苏高专利商标事务所(普通合伙),代理
CN212573029U,深圳市添源知识产权代理事务所(普通合伙),代理
CN112511512A,北京市京大律师事务所,代理
CN113884075A,北京华智则铭知识产权代理有限公司,代理
CN212052511U,青岛发思特专利商标代理有限公司,代理
CN113851017A,上海正旦专利代理有限公司,代理
CN112487356A,北京科迪生专利代理有限责任公司,代理
CN116336888A,武汉宇晨专利事务所(普通合伙),代理
CN113691980A,深圳市恒程创新知识产权代理有限公司,代理
CN211928746U,北京恒泰铭睿知识产权代理有限公司,代理
CN212298231U,四川力久律师事务所,代理
CN211877114U,上海千寻知识产权代理事务所(普通合伙),代理
CN112601317A,湖南唯君律师事务所,代理
CN211905300U,青岛博展利华知识产权代理事务所(普通合伙),代理
CN113031482A,北京壹川鸣知识产权代理事务所(特殊普通合伙),代理
CN114459503A,武汉蓝宝石专利代理事务所(特殊普通合伙),代理
CN113251155A,成都中络智合知识产权代理有限公司,代理
CN114036613A,北京世峰知识产权代理有限公司,代理
CN112764944A,哈尔滨市阳光惠远知识产权代理有限公司,代理
CN113090326A,杭州求是专利事务所有限公司,代理
CN115882989A,北京龙双利达知识产权代理有限公司,代理
CN113863943A,上海唯源专利代理有限公司,代理
CN114233350A,成都四合天行知识产权代理有限公司,代理
CN214042539U,深圳市深联知识产权代理事务所(普通合伙),代理
CN113223327A,南昌金轩知识产权代理有限公司,代理
CN113029097A,广东有知猫知识产权代理有限公司,代理
CN113917562A,湖北创融蓝图知识产权代理事务所(特殊普通合伙),代理
CN114939253A,上海宣宜专利代理事务所(普通合伙),代理
CN114418164A,北京卓岚智财知识产权代理事务所(特殊普通合伙),代理
CN112382060A,西安弘理专利事务所,代理
CN306722107S,北京集佳知识产权代理有限公司,代理
CN112906153A,上海恒慧知识产权代理事务所(特殊普通合伙),代理
CN306364380S,成都天嘉专利事务所(普通合伙),代理
CN113418483A,南京双仕晨知识产权代理事务所(特殊普通合伙),代理
CN112901238A,青岛智地领创专利代理有限公司,代理
CN213655585U,北京盛凡智荣知识产权代理有限公司,代理
CN115428359A,北京知帆远景知识产权代理有限公司,代理
CN212332555U,苏州市港澄专利代理事务所(普通合伙),代理
CN112282850A,西安中科汇知识产权代理有限公司,代理
CN114500179A,北京盛凡佳华专利代理事务所(普通合伙),代理
CN113133474A,广州瑞之凡知识产权代理事务所(普通合伙),代理
CN212854141U,深圳砾智知识产权代理事务所(普通合伙),代理
CN212714322U,北京七夏专利代理事务所(普通合伙),代理
CN113914885A,北京精翰专利代理有限公司,代理
CN212750077U,太原弘科专利代理事务所(普通合伙),代理
CN214577058U,武汉市首臻知识产权代理有限公司,代理
CN212535738U,北京汇信合知识产权代理有限公司,代理
CN113329090A,山东瑞宸知识产权代理有限公司,代理
CN113328525A,山东瑞宸知识产权代理有限公司,代理
CN213783634U,北京金宏来专利代理事务所(特殊普通合伙),代理
CN211785448U,青岛博展利华知识产权代理事务所(普通合伙),代理
CN213819691U,金华市婺实专利代理事务所(普通合伙),代理
CN306106103S,北京集佳知识产权代理有限公司,代理
CN113154298A,北京东方盛凡知识产权代理事务所(普通合伙),代理
CN112459788A,北京思海天达知识产权代理有限公司,代理
CN112394007A,北京思海天达知识产权代理有限公司,代理
CN114323299A,深圳市恒和大知识产权代理有限公司,代理
CN211529582U,北京细软智谷知识产权代理有限责任公司,代理
CN114283582A,北京超凡宏宇专利代理事务所(特殊普通合伙),代理
CN112392505A,上海科盛知识产权代理有限公司,代理
CN113055658A,广州凯东知识产权代理有限公司,代理
CN113829487A,广州市华学知识产权代理有限公司,代理
CN112798619A,广州晟策知识产权代理事务所(普通合伙),代理
CN112733247A,北京圣州专利代理事务所(普通合伙),代理
CN306753377S,合肥天明专利事务所(普通合伙),代理
CN112951271A,长沙市融智专利事务所(普通合伙),代理
CN112559912A,北京细软智谷知识产权代理有限责任公司,代理
CN113820318A,深圳市铭粤知识产权代理有限公司,代理
CN113161478A,武汉世跃专利代理事务所(普通合伙),代理
CN114115090A,重庆强大凯创专利代理事务所(普通合伙),代理
CN114006679A,北京市鼎立东审知识产权代理有限公司,代理
CN112650101A,广州知友专利商标代理有限公司,代理
CN113431619A,重庆博凯知识产权代理有限公司,代理
CN212686586U,成都行之专利代理事务所(普通合伙),代理
CN112827725A,南京理工大学专利中心,代理
CN214633466U,阜新市和达专利事务所,代理
CN113417671A,芜湖安汇知识产权代理有限公司,代理
CN112855218A,北京壹川鸣知识产权代理事务所(特殊普通合伙),代理
CN113404518A,北京清亦华知识产权代理事务所(普通合伙),代理
CN112904767A,北京远大卓悦知识产权代理有限公司,代理
CN112949977A,合肥集知匠心知识产权代理事务所(普通合伙),代理
CN113534289A,武汉开元知识产权代理有限公司,代理
CN113408878A,济南泉城专利商标事务所,代理
CN213015842U,西安吉盛专利代理有限责任公司,代理
CN112822510A,深圳正和天下专利代理事务所(普通合伙),代理
CN112406936A,济南圣达知识产权代理有限公司,代理
CN113110257A,武汉谦源知识产权代理事务所(普通合伙),代理
CN213175716U,北京同恒源知识产权代理有限公司,代理
CN112925274A,济南圣达知识产权代理有限公司,代理
CN112428923A,重庆华科专利事务所,代理
CN114418137A,北京汇泽知识产权代理有限公司,代理
CN114067094A,济南圣达知识产权代理有限公司,代理
CN211950518U,北京众允专利代理有限公司,代理
CN114245538A,北京天盾知识产权代理有限公司,代理
CN112539083A,上海宏京知识产权代理事务所(普通合伙),代理
CN112822059A,北京卓岚智财知识产权代理事务所(特殊普通合伙),代理
CN114118797A,重庆知行合一专利代理事务所(普通合伙),代理
CN113442670A,太原晋科知识产权代理事务所(特殊普通合伙),代理
CN112529358A,泉州劲翔专利事务所(普通合伙),代理
CN114089400A,哈尔滨龙科专利代理有限公司,代理
CN113000547A,泉州市潭思专利代理事务所(普通合伙),代理
CN112346351A,成都正华专利代理事务所(普通合伙),代理
CN113073933A,济南鼎信专利商标代理事务所(普通合伙),代理
CN112474586A,宁波高新区核心力专利代理事务所(普通合伙),代理
CN115278410A,隆天知识产权代理有限公司,代理
CN113464163A,北京汇泽知识产权代理有限公司,代理
CN114495524A,北京轻创知识产权代理有限公司,代理
CN112614021A,南京经纬专利商标代理有限公司,代理
CN212582335U,北京轻创知识产权代理有限公司,代理
CN114061996A,北京思海天达知识产权代理有限公司,代理
CN113949473A,上海汉声知识产权代理有限公司,代理
CN114154414A,南京经纬专利商标代理有限公司,代理
CN214046347U,无锡智麦知识产权代理事务所(普通合伙),代理
CN112924129A,青岛致嘉知识产权代理事务所(普通合伙),代理
CN212573984U,北京挺立专利事务所(普通合伙),代理
CN112832155A,贵州启辰知识产权代理有限公司,代理
CN113093048A,北京慕达星云知识产权代理事务所(特殊普通合伙),代理
CN113803991A,深圳中一联合知识产权代理有限公司,代理
CN112733981A,北京东方盛凡知识产权代理事务所(普通合伙),代理
CN306440081S,长沙智路知识产权代理事务所(普通合伙),代理
CN113660752A,广州市智远创达专利代理有限公司,代理
CN112822827A,杭州斯可睿专利事务所有限公司,代理
CN214303835U,成都正华专利代理事务所(普通合伙),代理
CN114429563A,济南圣达知识产权代理有限公司,代理
CN112683911A,济南诚智商标专利事务所有限公司,代理
CN113944513A,北京科亿知识产权代理事务所(普通合伙),代理
CN112657804A,洛阳公信联创知识产权代理有限公司,代理
CN212231788U,北京集佳知识产权代理有限公司,代理
CN112968533A,天津翰林知识产权代理事务所(普通合伙),代理
CN112857255A,无锡睿升知识产权代理事务所(普通合伙),代理
CN112983402A,北京风雅颂专利代理有限公司,代理
CN113659729A,济南圣达知识产权代理有限公司,代理
CN112770008A,北京汇信合知识产权代理有限公司,代理
CN306148392S,杭州聚邦知识产权代理有限公司,代理
CN113622965A,成都博通专利事务所,代理
CN115699050A,深圳中细软知识产权代理有限公司,代理
CN114143345A,北京集佳知识产权代理有限公司,代理
CN112804310A,郑州天阳专利事务所(普通合伙),代理
CN114314901A,河北智酷知创知识产权代理事务所(普通合伙),代理
CN112348014A,北京同恒源知识产权代理有限公司,代理
CN113818906A,长沙惟盛赟鼎知识产权代理事务所(普通合伙),代理
CN112962780A,华中科技大学专利中心,代理
CN112415929A,中国兵器工业集团公司专利中心,代理
CN212300143U,无锡智麦知识产权代理事务所(普通合伙),代理
CN212273207U,南京鼎傲知识产权代理事务所(普通合伙),代理
CN114336399A,山东智达联合专利代理事务所(普通合伙),代理
CN113236362A,北京智行阳光知识产权代理事务所(普通合伙),代理
CN212459453U,武汉开元知识产权代理有限公司,代理
CN212809453U,太原弘科专利代理事务所(普通合伙),代理
CN214538828U,广东有知猫知识产权代理有限公司,代理
CN112606699A,天津才智专利商标代理有限公司,代理
CN114151094A,济南泉城专利商标事务所,代理
CN113667837A,南昌市赣昌知识产权代理事务所(普通合伙),代理
CN113642946A,南京中盟科创知识产权代理事务所(特殊普通合伙),代理
CN212910055U,昆明盛鼎宏图知识产权代理事务所(特殊普通合伙),代理
CN112896033A,北京棘龙知识产权代理有限公司,代理
CN113467288A,广州文智专利代理事务所(特殊普通合伙),代理
CN113293770A,北京维正专利代理有限公司,代理
CN112200475A,北京天奇智新知识产权代理有限公司,代理
CN112896657A,北京元本知识产权代理事务所(普通合伙),代理
CN211457426U,西安新思维专利商标事务所有限公司,代理
CN113310994A,上海科盛知识产权代理有限公司,代理
CN214014818U,上海伯瑞杰知识产权代理有限公司,代理
CN306195126S,西安吉盛专利代理有限责任公司,代理
CN112392504A,上海科盛知识产权代理有限公司,代理
CN112556837A,北京科衡知识产权代理有限公司,代理
CN113339049A,济南法友专利代理事务所(普通合伙),代理
CN113851161A,北京集佳知识产权代理有限公司,代理
CN213513681U,山东三邦知识产权代理事务所(普通合伙),代理
CN114017127A,福州君诚知识产权代理有限公司,代理
CN113740048A,长沙朕扬知识产权代理事务所(普通合伙),代理
CN213249561U,昆明合盛知识产权代理事务所(普通合伙),代理
CN113202140A,杭州求是专利事务所有限公司,代理
CN113129592A,北京驰纳智财知识产权代理事务所(普通合伙),代理
CN113699910A,浙江中桓凯通专利代理有限公司,代理
CN113691416A,北京中企鸿阳知识产权代理事务所(普通合伙),代理
CN113075948A,吉林省凯盛知禾专利代理事务所(特殊普通合伙),代理
CN113115807A,北京盛凡智荣知识产权代理有限公司,代理
CN113250747A,西安通大专利代理有限责任公司,代理
CN115282513A,重庆纵义天泽知识产权代理事务所(普通合伙),代理
CN113202537A,西安泛想力专利代理事务所(普通合伙),代理
CN114006767A,南昌金轩知识产权代理有限公司,代理
CN113092494A,青岛清泰联信知识产权代理有限公司,代理
CN113464874A,合肥市科融知识产权代理事务所(普通合伙),代理
CN113890733A,北京挺立专利事务所(普通合伙),代理
CN115348239A,北京银龙知识产权代理有限公司,代理
CN113282990A,上海恒慧知识产权代理事务所(特殊普通合伙),代理
CN113833512A,北京怡丰知识产权代理有限公司,代理
CN213069027U,桂林文必达专利代理事务所(特殊普通合伙),代理
CN114399584A,上海天协和诚知识产权代理事务所,代理
CN112804799A,上海大为知卫知识产权代理事务所(普通合伙),代理
CN113516287A,郑州浩翔专利代理事务所(特殊普通合伙),代理
CN113514855A,深圳市凯博企服专利代理事务所(特殊普通合伙),代理
CN113183758A,上海雍灏知识产权代理事务所(普通合伙),代理
CN115914164A,北京品源专利代理有限公司,代理
CN112647977A,新乡市平原智汇知识产权代理事务所(普通合伙),代理
CN114049457A,北京思海天达知识产权代理有限公司,代理
CN113726016A,济南圣达知识产权代理有限公司,代理
CN218096431U,重庆中之信知识产权代理事务所(普通合伙),代理
CN113996286A,南昌丰择知识产权代理事务所(普通合伙),代理
CN113885592A,武汉华之喻知识产权代理有限公司,代理
CN112924921A,北京华际知识产权代理有限公司,代理
CN214725096U,北京久维律师事务所,代理
CN113931648A,苏州瞪羚知识产权代理事务所(普通合伙),代理
CN112145201A,北京维正专利代理有限公司,代理
CN113872855A,北京允天律师事务所,代理
CN112863193A,厦门市首创君合专利事务所有限公司,代理
CN113959405A,成都华复知识产权代理有限公司,代理
CN113256082A,北京远大卓悦知识产权代理有限公司,代理
CN113269865A,呼和浩特市盛联专利代理事务所(普通合伙),代理
CN113489777A,厦门致群财富专利代理事务所(普通合伙),代理
CN112677943A,上海三方专利事务所(普通合伙),代理
CN112486119A,武汉东喻专利代理事务所(普通合伙),代理
CN113298400A,南昌汇智合诚知识产权代理事务所(普通合伙),代理
CN114120613A,郑州意创知识产权代理事务所(特殊普通合伙),代理
CN112581645A,北京智绘未来专利代理事务所(普通合伙),代理
CN113356883A,武汉华之喻知识产权代理有限公司,代理
CN114720272A,北京聿华联合知识产权代理有限公司,代理
CN212408476U,东莞市冠诚知识产权代理有限公司,代理
CN114270885A,北京市柳沈律师事务所,代理
CN113030641A,成都行之专利代理事务所(普通合伙),代理
CN112880408A,泉州协创知识产权代理事务所(普通合伙),代理
CN113269714A,呼和浩特市盛联专利代理事务所(普通合伙),代理
CN113919571A,上海波拓知识产权代理有限公司,代理
CN112267954A,北京八月瓜知识产权代理有限公司,代理
CN113719295A,上海科律专利代理事务所(特殊普通合伙),代理
CN113093053A,广州科沃园专利代理有限公司,代理
CN112968953A,北京驰纳智财知识产权代理事务所(普通合伙),代理
CN113450543A,南京瑞弘专利商标事务所(普通合伙),代理
CN214098610U,北京市盛峰律师事务所,代理
CN213186564U,昆明盛鼎宏图知识产权代理事务所(特殊普通合伙),代理
CN214091898U,北京众允专利代理有限公司,代理
CN113347170A,中国兵器工业集团公司专利中心,代理
CN213276291U,大连理工大学专利中心,代理
CN112491984A,北京卫智畅科专利代理事务所(普通合伙),代理
CN112857444A,北京欣鼎专利代理事务所(普通合伙),代理
CN113992709A,北京市诚辉律师事务所,代理
CN212716751U,北京同恒源知识产权代理有限公司,代理
CN112890128A,泉州市潭思专利代理事务所(普通合伙),代理
CN113436715A,北京云科知识产权代理事务所(特殊普通合伙),代理
CN114027364A,昆明今威专利商标代理有限公司,代理
CN113566903A,济南圣达知识产权代理有限公司,代理
CN306320293S,北京市盛峰律师事务所,代理
CN113358544A,北京天奇智新知识产权代理有限公司,代理
CN113613100A,北京众合诚成知识产权代理有限公司,代理
CN114233361A,绍兴上虞诚知创专利代理事务所(普通合伙),代理
CN214028901U,北京智绘未来专利代理事务所(普通合伙),代理
CN114470555A,北京睿博行远知识产权代理有限公司,代理
CN113256992A,北京路浩知识产权代理有限公司,代理
CN213929928U,西安志帆知识产权代理事务所(普通合伙),代理
CN113931679A,合肥国晟知识产权代理事务所(普通合伙),代理
CN212137393U,大连格智知识产权代理有限公司,代理
CN214112528U,天津盛理知识产权代理有限公司,代理
CN211715179U,北京恒和顿知识产权代理有限公司,代理
CN113709952A,北京国坤专利代理事务所(普通合伙),代理
CN113065818A,广州粤高专利商标代理有限公司,代理
CN212709382U,郑州翊博专利代理事务所(普通合伙),代理
CN112988240A,北京卓岚智财知识产权代理事务所(特殊普通合伙),代理
CN213984999U,北京久维律师事务所,代理
CN212716710U,焦作市科彤知识产权代理事务所(普通合伙),代理
CN113120541A,济南金迪知识产权代理有限公司,代理
CN114051303A,北京众达德权知识产权代理有限公司,代理
CN114274150A,北京中政联科专利代理事务所(普通合伙),代理
CN112550225A,泉州市博一专利事务所(普通合伙),代理
CN112618364A,洛阳公信联创知识产权代理有限公司,代理
CN114982361A,广州嘉权专利商标事务所有限公司,代理
CN112984450A,郑州豫原知识产权代理事务所(普通合伙),代理
CN214170592U,西安通大专利代理有限责任公司,代理
CN113803089A,北京同辉知识产权代理事务所(普通合伙),代理
CN113362650A,广州蓝晟专利代理事务所(普通合伙),代理
CN112417573A,北京盛询知识产权代理有限公司,代理
CN114049337A,郑州芝麻知识产权代理事务所(普通合伙),代理
CN213533253U,成都行之专利代理事务所(普通合伙),代理
CN214372615U,北京智绘未来专利代理事务所(普通合伙),代理
CN113446953A,武汉蓝宝石专利代理事务所(特殊普通合伙),代理
CN213336218U,广州三环专利商标代理有限公司,代理
CN113436714A,北京云科知识产权代理事务所(特殊普通合伙),代理
CN212359790U,广州嘉权专利商标事务所有限公司,代理
CN112799150A,北京君莫知识产权代理事务所(普通合伙),代理
CN112885100A,长沙七源专利代理事务所(普通合伙),代理
CN113222416A,郑州优盾知识产权代理有限公司,代理
CN113362469A,长沙惟盛赟鼎知识产权代理事务所(普通合伙),代理
CN112448308A,郑州利盾知识产权代理事务所(普通合伙),代理
CN114357579A,广州粤高专利商标代理有限公司,代理
CN113756856A,北京国坤专利代理事务所(普通合伙),代理
CN113432498A,北京同恒源知识产权代理有限公司,代理
CN213780725U,济南舜源专利事务所有限公司,代理
CN114463968A,北京中政联科专利代理事务所(普通合伙),代理
CN114991866A,北京金咨知识产权代理有限公司,代理
CN211352529U,北京细软智谷知识产权代理有限责任公司,代理
CN113193988A,深圳市六加知识产权代理有限公司,代理
CN213662996U,北京维正专利代理有限公司,代理
CN212867644U,济南舜源专利事务所有限公司,代理
CN212318069U,福州市鼓楼区年盛知识产权代理事务所(普通合伙),代理
CN212274912U,北京同恒源知识产权代理有限公司,代理
CN114293909A,南京先科专利代理事务所(普通合伙),代理
CN214145489U,北京律远专利代理事务所(普通合伙),代理
CN112238449A,上海精晟知识产权代理有限公司,代理
CN212988366U,深圳得本知识产权代理事务所(普通合伙),代理
CN112691318A,北京睿智保诚专利代理事务所(普通合伙),代理
CN112504350A,北京权智天下知识产权代理事务所(普通合伙),代理
CN213088073U,北京中建联合知识产权代理事务所(普通合伙),代理
CN212724371U,北京联创佳为专利事务所(普通合伙),代理
CN113818892A,北京集佳知识产权代理有限公司,代理
CN114241720A,北京中建联合知识产权代理事务所(普通合伙),代理
CN114002068A,北京市一法律师事务所,代理
CN113190495A,北京允天律师事务所,代理
CN114374648A,江苏圣典律师事务所,代理
CN215213503U,北京思海天达知识产权代理有限公司,代理
CN112810638A,北京沃知思真知识产权代理有限公司,代理
CN114109397A,北京正华智诚专利代理事务所(普通合伙),代理
CN212337311U,北京天奇智新知识产权代理有限公司,代理
CN112282805A,西安维赛恩专利代理事务所(普通合伙),代理
CN114017883A,北京品源专利代理有限公司,代理
CN212123358U,大连格智知识产权代理有限公司,代理
CN212510852U,成都方圆聿联专利代理事务所(普通合伙),代理
CN215282558U,广西南宁公平知识产权代理有限公司,代理
CN112864947A,济南圣达知识产权代理有限公司,代理
CN113965901A,北京同恒源知识产权代理有限公司,代理
CN113701082A,合肥初航知识产权代理事务所(普通合伙),代理
CN112775074A,苏州创元专利商标事务所有限公司,代理
CN113903187A,广州三环专利商标代理有限公司,代理
CN114013469A,天津市宗欣专利商标代理有限公司,代理
CN114279502A,北京中巡通大知识产权代理有限公司,代理
CN115223106A,南京天翼专利代理有限责任公司,代理
CN112907988A,成都知都云专利代理事务所(普通合伙),代理
CN113199966A,台州市南方商标专利代理有限公司,代理
CN113638759A,成都弘毅天承知识产权代理有限公司,代理
CN114097207A,中国贸促会专利商标事务所有限公司,代理
CN113630942A,上海精晟知识产权代理有限公司,代理
CN213396499U,太原达引擎专利代理事务所(特殊普通合伙),代理
CN212259404U,上海骁象知识产权代理有限公司,代理
CN214273738U,成都天嘉专利事务所(普通合伙),代理
CN114034007A,合肥国晟知识产权代理事务所(普通合伙),代理
CN215309825U,南宁启创知识产权代理事务所(特殊普通合伙),代理
CN114086438A,长沙智路知识产权代理事务所(普通合伙),代理
CN113445986A,四川力久律师事务所,代理
CN113936455A,郑州中科鼎佳专利代理事务所(特殊普通合伙),代理
CN113804155A,北京远大卓悦知识产权代理有限公司,代理
CN113090519A,南京业腾知识产权代理事务所(特殊普通合伙),代理
CN114029957A,西安通大专利代理有限责任公司,代理
CN113092467A,武汉维盾知识产权代理事务所(普通合伙),代理
CN113504780A,上海浦东良风专利代理有限责任公司,代理
CN113778105A,北京远大卓悦知识产权代理有限公司,代理
CN112560023A,北京细软智谷知识产权代理有限责任公司,代理
CN211791603U,北京五洲洋和知识产权代理事务所(普通合伙),代理
CN115248834A,北京国科程知识产权代理事务所(普通合伙),代理
CN114201860A,北京名华博信知识产权代理有限公司,代理
CN112171911A,成都行之专利代理事务所(普通合伙),代理
CN113207917A,泉州市潭思专利代理事务所(普通合伙),代理
CN112883474A,长沙市融智专利事务所(普通合伙),代理
CN212811293U,重庆强大凯创专利代理事务所(普通合伙),代理
CN213205764U,北京壹川鸣知识产权代理事务所(特殊普通合伙),代理
CN113588037A,郑州浩德知识产权代理事务所(普通合伙),代理
CN212970185U,重庆强大凯创专利代理事务所(普通合伙),代理
CN114059995A,成都弘毅天承知识产权代理有限公司,代理
CN212352005U,上海翰信知识产权代理事务所(普通合伙),代理
CN212340562U,北京天奇智新知识产权代理有限公司,代理
CN113985193A,长沙朕扬知识产权代理事务所(普通合伙),代理
CN114352023A,石家庄众志华清知识产权事务所(特殊普通合伙),代理
CN113230533A,北京三聚阳光知识产权代理有限公司,代理
CN114143340A,南京经纬专利商标代理有限公司,代理
CN112466141A,北京力量专利代理事务所(特殊普通合伙),代理
CN112677983A,杭州求是专利事务所有限公司,代理
CN212910121U,重庆中兴达启创专利代理事务所(普通合伙),代理
CN113612820A,杭州浙科专利事务所(普通合伙),代理
CN113323467A,上海知义律师事务所,代理
CN112594619A,大连理工大学专利中心,代理
CN212132792U,上海京沪专利代理事务所(普通合伙),代理
CN113497806A,北京知汇林知识产权代理事务所(普通合伙),代理
