公开号,名称,关系
CN113445986A,E21B44/00,属于
CN113445986A,E21B47/00,属于
CN113445986A,E21F7/00,属于
CN113936455A,G08B7/06,属于
CN113936455A,G08G1/04,属于
CN113936455A,G08G1/017,属于
CN113936455A,G08G1/01,属于
CN113936455A,G08G1/052,属于
CN113936455A,G08G1/09,属于
CN113804155A,G01C5/00,属于
CN113804155A,G01C15/00,属于
CN113090519A,F04B53/08,属于
CN113090519A,F04B49/06,属于
CN114029957A,B25J13/00,属于
CN114029957A,B25J11/00,属于
CN114029957A,B25J9/16,属于
CN113092467A,B24B41/00,属于
CN113092467A,G01N21/84,属于
CN113092467A,B24B27/00,属于
CN113092467A,G02B21/36,属于
CN113092467A,G02B21/24,属于
CN113092467A,G02B21/26,属于
CN113504780A,G05D1/02,属于
CN113778105A,G05D1/02,属于
CN112560023A,G06F21/55,属于
CN112560023A,G06F21/57,属于
CN112560023A,H04L29/06,属于
CN112560023A,G06F21/56,属于
CN112560023A,G06F11/32,属于
CN211791603U,G08C19/00,属于
CN211791603U,G01N21/31,属于
CN211791603U,G08B21/16,属于
CN211791603U,H04L29/08,属于
CN115248834A,G06F16/29,属于
CN115248834A,G06Q30/02,属于
CN115248834A,G06Q50/26,属于
CN114201860A,G06F111/04,属于
CN114201860A,G06Q10/04,属于
CN114201860A,G06F111/06,属于
CN114201860A,G06F30/20,属于
CN114201860A,G06Q10/08,属于
CN112171911A,B28C7/12,属于
CN112171911A,B28C7/00,属于
CN112171911A,B28C9/02,属于
CN112171911A,B28C5/00,属于
CN112171911A,B28C7/04,属于
CN113006873A,E21F16/02,属于
CN113006873A,E21F17/18,属于
CN113279767A,E21F5/10,属于
CN113279767A,E21F17/18,属于
CN113279767A,E21D9/00,属于
CN114154382A,G06N3/00,属于
CN114154382A,G06F119/02,属于
CN114154382A,G06F111/04,属于
CN114154382A,G06F30/25,属于
CN113207917A,A21B3/00,属于
CN113207917A,A21B1/42,属于
CN113207917A,B65G47/90,属于
CN113207917A,B65G47/52,属于
CN113207917A,A21B1/48,属于
CN113207917A,A21C9/08,属于
CN112883474A,G06F111/04,属于
CN112883474A,G06F30/13,属于
CN112883474A,G06F30/25,属于
CN212811293U,H02J1/00,属于
CN212811293U,H05B45/37,属于
CN212811293U,H05B47/10,属于
CN213205764U,E21F17/18,属于
CN213205764U,G08B3/10,属于
CN213205764U,H04L12/24,属于
CN213205764U,H04N5/225,属于
CN213205764U,H04L12/26,属于
CN113588037A,G08B21/10,属于
CN113588037A,E02B3/10,属于
CN113588037A,E03F1/00,属于
CN113588037A,E03F5/22,属于
CN113588037A,G01F23/00,属于
CN212970185U,H05B47/185,属于
CN212970185U,H05B45/30,属于
CN212970185U,H05B45/10,属于
CN114059995A,E21B44/00,属于
CN114059995A,E21B7/02,属于
CN212352005U,B25J9/08,属于
CN212352005U,G01D21/02,属于
CN212352005U,B25J19/02,属于
CN212352005U,B25J13/08,属于
CN212352005U,B61C13/08,属于
CN212352005U,B25J5/00,属于
CN212352005U,B25J9/16,属于
CN212352005U,B25J5/02,属于
CN212352005U,B25J11/00,属于
CN113273399A,A01G27/00,属于
CN113273399A,A01G9/02,属于
CN113273399A,A23L3/40,属于
CN113273399A,D06M11/80,属于
CN113273399A,A01C23/04,属于
CN113273399A,B64C39/02,属于
CN113273399A,D03D15/217,属于
CN113273399A,A23L3/28,属于
CN113273399A,A01K67/02,属于
CN113273399A,D06M101/06,属于
CN113273399A,D06M15/15,属于
CN113273399A,D06M15/11,属于
CN212340562U,G01M3/22,属于
CN212340562U,G01M3/28,属于
CN113985193A,G01R31/08,属于
CN113985193A,G05B19/042,属于
CN114352023A,E04G21/04,属于
CN113230533A,A61M60/17,属于
CN113230533A,A61M60/497,属于
CN113230533A,A61M60/855,属于
CN113230533A,A61M60/295,属于
CN113230533A,A61M60/843,属于
CN113230533A,A61B8/06,属于
CN114143340A,H04L67/12,属于
CN112466141A,G08G1/0967,属于
CN112677983A,B60W50/00,属于
CN112677983A,B60W40/09,属于
CN112677983A,B60W60/00,属于
CN212910121U,H05B45/357,属于
CN212910121U,H05B45/10,属于
CN212910121U,H05B47/18,属于
CN113612820A,H04L29/06,属于
CN113612820A,H04L29/08,属于
CN113323467A,E04H6/10,属于
CN113323467A,E04H6/42,属于
CN113323467A,E21D9/14,属于
CN113323467A,E02D29/12,属于
CN112594619A,F21S9/02,属于
CN112594619A,F21W131/101,属于
CN112594619A,G08B7/06,属于
CN112594619A,F03G4/00,属于
CN112594619A,F01D15/10,属于
CN212132792U,F24F7/00,属于
CN212132792U,F24F11/72,属于
CN212132792U,F24F11/89,属于
CN113497806A,H04L29/06,属于
CN113497806A,H04L29/08,属于
CN112380246A,G06F16/2458,属于
CN112380246A,G06F16/26,属于
CN112380246A,G06F16/29,属于
CN112380246A,G06Q10/10,属于
CN112380246A,G06Q10/06,属于
CN112380246A,G06T19/00,属于
CN112380246A,G06F16/245,属于
CN112380246A,G06T17/05,属于
CN112380246A,G06T13/20,属于
CN112380246A,G06Q50/06,属于
CN112380246A,G06F16/248,属于
CN213709280U,E01F9/65,属于
CN213709280U,G08G1/017,属于
CN213709280U,G08G1/056,属于
CN213709280U,E01F13/00,属于
CN213709280U,G08G1/09,属于
CN113472851A,H04L29/08,属于
CN113472851A,G01D21/02,属于
CN113472851A,E02D29/073,属于
CN113472851A,G08B25/08,属于
CN112647957A,E21D9/06,属于
CN112647957A,E21D9/12,属于
CN112647957A,E21F17/18,属于
CN112647957A,G06F30/20,属于
CN112647957A,E21D9/00,属于
CN112647957A,E21F17/00,属于
CN211783409U,G01C5/00,属于
CN211783409U,E21F17/18,属于
CN213123269U,G01F23/00,属于
CN213123269U,G01S19/42,属于
CN213123269U,G08B19/00,属于
CN213123269U,G08B25/10,属于
CN212516033U,G08B13/196,属于
CN212516033U,G08B15/00,属于
CN212516033U,G08B13/19,属于
CN113187517A,E21F17/18,属于
CN113187517A,E21D11/10,属于
CN112796800A,G01B21/02,属于
CN112796800A,E21D11/40,属于
CN112796800A,E21D11/38,属于
CN112804798A,H05B47/115,属于
CN112804798A,H05B47/11,属于
CN114352300A,E21B7/02,属于
CN114352300A,G06F30/27,属于
CN114352300A,E21D9/10,属于
CN114352300A,F42D3/04,属于
CN114352300A,E21D9/00,属于
CN114352300A,F42D1/00,属于
CN212519067U,H05K5/02,属于
CN212519067U,B01D53/26,属于
CN212519067U,F28B9/08,属于
CN212519067U,H05K5/06,属于
CN212519067U,H05K7/20,属于
CN212519067U,H04M1/02,属于
CN212337869U,F16B43/00,属于
CN212614854U,B01D29/03,属于
CN212614854U,E21F5/04,属于
CN114145004A,H04W12/02,属于
CN114145004A,H04L69/16,属于
CN114145004A,H04L61/59,属于
CN114145004A,H04W12/69,属于
CN114145004A,H04L67/303,属于
CN114145004A,H04L61/4511,属于
CN114145004A,H04L69/22,属于
CN114145004A,H04L51/18,属于
CN114145004A,H04L9/40,属于
CN114145004A,H04L51/214,属于
CN114145004A,H04L51/48,属于
CN114145004A,H04L51/212,属于
CN213592863U,B25J9/10,属于
CN213592863U,B25J19/02,属于
CN213592863U,G01N21/88,属于
CN213592863U,B25J9/12,属于
CN213592863U,B25J18/02,属于
CN213592863U,B25J11/00,属于
CN113029390A,H04L29/08,属于
CN113029390A,G08B7/06,属于
CN113029390A,G01K1/14,属于
CN113029390A,E21F17/18,属于
CN113029390A,G01K13/00,属于
CN113029390A,G01K1/02,属于
CN113029390A,E21D9/00,属于
CN113029390A,G08B21/18,属于
CN113899295A,G01C5/04,属于
CN113899295A,G01B5/30,属于
CN113905474A,H05B45/12,属于
CN113905474A,H05B45/10,属于
CN112990227A,G06T7/00,属于
CN112990227A,G06T7/11,属于
CN112990227A,G06K9/62,属于
CN112990227A,G06K9/46,属于
CN112990227A,G06N3/04,属于
CN213270409U,H05K5/02,属于
CN213270409U,H05K7/14,属于
CN213270409U,F04D27/00,属于
CN212200127U,E01F13/06,属于
CN212200127U,E01F9/40,属于
CN114233371A,E21F17/18,属于
CN114233371A,E21D9/10,属于
CN114233371A,B62D55/06,属于
CN114233371A,E21F11/00,属于
CN114233371A,E21F17/00,属于
CN213513102U,H02G3/22,属于
CN213513102U,F16M13/02,属于
CN213513102U,F16M11/04,属于
CN213513102U,H02G15/013,属于
CN213513102U,E21F17/00,属于
CN113723626A,G06Q50/08,属于
CN113723626A,G06Q10/00,属于
CN113723626A,G06F16/29,属于
CN113723626A,G06K9/00,属于
CN113723626A,G06Q50/30,属于
CN113723626A,G06T17/05,属于
CN113129610A,G08G1/08,属于
CN113129610A,G08G1/0967,属于
CN114103793A,B60Q3/80,属于
CN114103793A,B60Q1/14,属于
CN114103793A,B60Q1/08,属于
CN112883548A,H05B47/115,属于
CN112883548A,G06F30/20,属于
CN112883548A,H05B47/165,属于
CN113251351A,F21V19/00,属于
CN113251351A,F21Y115/10,属于
CN113251351A,F21V15/01,属于
CN113251351A,H05B45/30,属于
CN113251351A,F21V21/14,属于
CN113251351A,F21V3/00,属于
CN113251351A,F21V17/10,属于
CN113251351A,F21V17/16,属于
CN113251351A,H05B47/175,属于
CN113251351A,F21V15/04,属于
CN113251351A,F21S8/00,属于
CN113673402A,G06K9/00,属于
CN113673402A,G06K9/62,属于
CN112422826A,F16M11/18,属于
CN112422826A,G08B3/10,属于
CN112422826A,H04N5/225,属于
CN112422826A,G06T7/00,属于
CN112422826A,H04N7/18,属于
CN112422826A,H04N5/232,属于
CN112422826A,F16M11/04,属于
CN112422826A,F16M11/12,属于
CN112422826A,F16M11/42,属于
CN112422826A,H04N5/247,属于
CN112488477A,G06Q10/06,属于
CN112488477A,G06Q50/26,属于
CN113291385A,B60R16/02,属于
CN113291385A,B62D53/00,属于
CN113291385A,B60R1/00,属于
CN113291385A,H04N7/18,属于
CN112541480A,G06T17/00,属于
CN112541480A,G06N3/08,属于
CN112541480A,G06K9/00,属于
CN112541480A,G06K9/62,属于
CN112541480A,G06N3/04,属于
CN112828856A,B25J19/00,属于
CN112828856A,B25J5/02,属于
CN112828856A,B25J11/00,属于
CN112828856A,B25J19/02,属于
CN114113118A,G01M3/04,属于
CN114113118A,G01N21/88,属于
CN114113118A,G06T7/00,属于
CN112879047A,E21D11/10,属于
CN112879047A,E21F17/18,属于
CN112879047A,E21F17/00,属于
CN112738470A,G06T7/277,属于
CN112738470A,H04N7/18,属于
CN112738470A,G06K9/00,属于
CN112738470A,G06K9/62,属于
CN112738470A,G06T7/73,属于
CN112738470A,G06N3/04,属于
CN112738470A,G08G1/01,属于
CN113700505A,E21D11/10,属于
CN211602157U,G01N29/04,属于
CN211602157U,G01J1/00,属于
CN212677412U,H05B45/12,属于
CN212677412U,H05B47/115,属于
CN212677412U,H05B47/11,属于
CN113837453A,G06Q10/04,属于
CN113837453A,G06F30/13,属于
CN113837453A,G06Q10/00,属于
CN113837453A,G06Q50/26,属于
CN113837453A,G06Q10/06,属于
CN113837453A,G06T17/05,属于
CN113543558A,H05K5/02,属于
CN113543558A,H05B47/10,属于
CN113592860A,G06K9/62,属于
CN113592860A,G06N20/00,属于
CN113592860A,G06T7/00,属于
CN113592860A,G06K9/20,属于
CN114036750A,G06F113/08,属于
CN114036750A,G06F30/20,属于
CN114220264A,H04W4/42,属于
CN114220264A,H04W64/00,属于
CN114220264A,G08G1/065,属于
CN114220264A,G06Q10/04,属于
CN114220264A,G06Q50/28,属于
CN114220264A,G08G1/01,属于
CN114220264A,G08G1/052,属于
CN114220264A,G08G1/0968,属于
CN212873692U,G08B17/10,属于
CN113847068A,E21D11/38,属于
CN114170434A,G06V10/77,属于
CN114170434A,G06V10/44,属于
CN114170434A,G06K9/62,属于
CN114170434A,G06Q10/06,属于
CN114170434A,G06V10/80,属于
CN112598755A,G06T7/66,属于
CN112598755A,G06T17/20,属于
CN112598755A,G06K9/62,属于
CN112598755A,G06T19/00,属于
CN112598755A,G06T7/80,属于
CN113703037A,G01V1/18,属于
CN113703037A,G01V1/20,属于
CN113703037A,F42D1/00,属于
CN113725731A,H01S5/34,属于
CN113725731A,H01S5/183,属于
CN113392147A,G06F16/28,属于
CN113392147A,G06F16/25,属于
CN213724533U,A62C37/00,属于
CN213724533U,A62C31/00,属于
CN213724533U,H04W4/029,属于
CN213724533U,F21V33/00,属于
CN213724533U,A62C3/02,属于
CN211791604U,H04L29/08,属于
CN211791604U,G01D21/02,属于
CN211791604U,G08C17/02,属于
CN211551427U,F21S9/02,属于
CN211551427U,F21V15/01,属于
CN211551427U,F21Y115/10,属于
CN211551427U,F21V21/14,属于
CN211551427U,F21V17/16,属于
CN211551427U,F21V21/30,属于
CN211551427U,F21V14/02,属于
CN211551427U,F21S9/04,属于
CN211551427U,F21V17/12,属于
CN211551427U,F21V23/06,属于
CN211551427U,F21V23/04,属于
CN211648194U,E21D11/38,属于
CN211648194U,E21F17/18,属于
CN214007164U,E21F16/02,属于
CN214007164U,E21F17/18,属于
CN214007164U,E21D9/14,属于
CN214007164U,H02S20/32,属于
CN214007164U,E21F17/00,属于
CN112963189A,F21W131/101,属于
CN112963189A,F21V19/00,属于
CN112963189A,E21F1/08,属于
CN112963189A,F03D9/11,属于
CN112963189A,F21S9/04,属于
CN112963189A,F03D9/45,属于
CN112963189A,F21V23/02,属于
CN112963189A,F21V33/00,属于
CN112963189A,E21F1/00,属于
CN113962475A,G06F111/10,属于
CN113962475A,G06Q10/04,属于
CN113962475A,G06F30/20,属于
CN113962475A,G01C11/02,属于
CN113962475A,G01W1/14,属于
CN113132417A,H04W12/02,属于
CN113132417A,H04L12/66,属于
CN113132417A,H04W88/16,属于
CN113132417A,H04L29/06,属于
CN113132417A,H04W12/03,属于
CN212901069U,F21W131/101,属于
CN212901069U,F21V23/00,属于
CN212901069U,F21V23/04,属于
CN212901069U,F21V15/02,属于
CN212901069U,F21S8/00,属于
CN213631515U,F27D7/02,属于
CN213631515U,F27D7/04,属于
CN213631515U,F27D1/00,属于
CN213631515U,F26B21/00,属于
CN213631515U,F26B15/16,属于
CN213631515U,F27B9/36,属于
CN213631515U,F27B9/24,属于
CN213631515U,F27B9/30,属于
CN113276896A,B25B27/14,属于
CN113276896A,B61D15/00,属于
CN113276896A,B25J11/00,属于
CN113739810A,G01C21/32,属于
CN113739810A,G06F16/29,属于
CN113532425A,G01C21/16,属于
CN113532425A,G01C21/00,属于
CN113532425A,G01C21/20,属于
CN113532425A,G06F17/14,属于
CN113027482A,E21F17/18,属于
CN113027482A,E21D11/10,属于
CN113027482A,E21D11/38,属于
CN113027482A,E21F3/00,属于
CN113027482A,E21D11/00,属于
CN114019846A,G05B19/042,属于
CN114019846A,E21F1/00,属于
CN112580886A,G06Q10/04,属于
CN112580886A,G06F16/29,属于
CN112580886A,G06Q10/06,属于
CN112580886A,H02J3/00,属于
CN112580886A,G06Q50/06,属于
CN113107509A,E21D11/10,属于
CN113107509A,E21D9/087,属于
CN212986906U,F21W131/101,属于
CN212986906U,F21V19/00,属于
CN212986906U,F21Y115/10,属于
CN212986906U,F21V19/04,属于
CN212986906U,F21S8/00,属于
CN113285864A,H04L29/12,属于
CN113285864A,H04L12/715,属于
CN113285864A,H04L29/06,属于
CN113285864A,H04L12/46,属于
CN113285864A,H04L12/721,属于
CN114301735A,H04L9/40,属于
CN114301735A,H04L12/46,属于
CN114301735A,H04L47/10,属于
CN114076552A,F42D3/04,属于
CN114076552A,F42D1/00,属于
CN114103332A,B32B27/04,属于
CN113343341A,G06F30/13,属于
CN113343341A,G06F30/20,属于
CN215892068U,B08B1/00,属于
CN215892068U,F21W131/101,属于
CN215892068U,F21V33/00,属于
CN215892068U,F21V23/04,属于
CN215892068U,F21S8/00,属于
CN212463381U,H04L29/08,属于
CN212463381U,A61B5/11,属于
CN212463381U,H04N7/18,属于
CN212463381U,G01K13/20,属于
CN212463381U,A61B5/00,属于
CN112750326A,G08G1/16,属于
CN112750326A,G08G1/017,属于
CN112750326A,G08G1/0967,属于
CN112750326A,G07B15/06,属于
CN112750326A,G08G1/01,属于
CN113738434A,E21F5/00,属于
CN113738434A,E21F17/00,属于
CN113738434A,E21F17/18,属于
CN113738434A,E21F5/04,属于
CN212084350U,G08B21/24,属于
CN212084350U,B28B1/54,属于
CN112468332A,H04L29/08,属于
CN112468332A,H04L12/24,属于
CN113092495A,G06T7/66,属于
CN113092495A,G01N21/95,属于
CN113092495A,H04L29/08,属于
CN113092495A,G06K9/38,属于
CN113092495A,G06N3/08,属于
CN113092495A,H04N5/235,属于
CN113092495A,G06T7/00,属于
CN113092495A,G06T7/11,属于
CN113092495A,G01N21/88,属于
CN113092495A,G06K9/62,属于
CN113092495A,G06K9/46,属于
CN113092495A,G06N3/04,属于
CN113092495A,G01S19/47,属于
CN113092495A,G01S19/46,属于
CN113092495A,G01C21/16,属于
CN114212101A,B60W30/12,属于
CN114212101A,B60W30/08,属于
CN114212101A,B60W60/00,属于
CN213385098U,B65C9/26,属于
CN213385098U,B65C9/02,属于
CN212833508U,C04B40/02,属于
CN212833508U,E21D11/10,属于
CN213750759U,G01D21/02,属于
CN213750759U,G05D1/02,属于
CN113701134A,H01M10/6556,属于
CN113701134A,H01M10/52,属于
CN113701134A,F21V29/60,属于
CN113701134A,H01M10/613,属于
CN113701134A,B01D46/00,属于
CN113701134A,H01M10/655,属于
CN113701134A,B01D46/10,属于
CN112539068A,E21D9/06,属于
CN112539068A,E21D9/10,属于
CN112539068A,E21D9/087,属于
CN112814727A,G01N15/06,属于
CN112814727A,E21F5/04,属于
CN114402635A,H04W4/38,属于
CN114402635A,H04B17/30,属于
CN114402635A,H04W24/00,属于
CN113653058A,E02D29/045,属于
CN113653058A,E02D15/00,属于
CN113653058A,B25J11/00,属于
CN113653058A,B05B13/00,属于
CN114486671A,G01N15/08,属于
CN211669095U,G01N21/88,属于
CN114111361A,F27D17/00,属于
CN114007240A,H04B10/077,属于
CN114007240A,H04W24/04,属于
CN114007240A,H04L41/0677,属于
CN112817356A,G01D21/02,属于
CN112817356A,G05D27/02,属于
CN112832801A,E21D9/10,属于
CN114046747A,G01C22/00,属于
CN114046747A,G01B11/24,属于
CN212958756U,E21F16/02,属于
CN212958756U,E21F17/18,属于
CN212958756U,E21F17/00,属于
CN115379524A,H04W76/10,属于
CN115379524A,H04W40/02,属于
CN112843571A,A62C37/40,属于
CN112843571A,A62C31/12,属于
CN113790079A,E21F16/02,属于
CN113790079A,E21F17/18,属于
CN113790079A,E21F5/04,属于
CN113790079A,F03B1/00,属于
CN113790079A,F03B13/00,属于
CN113491854A,G08B3/10,属于
CN113491854A,A62C31/05,属于
CN113491854A,A62B31/00,属于
CN113491854A,A62C37/38,属于
CN113205133A,G06K9/62,属于
CN213690298U,G05B19/042,属于
CN113985430A,H04L12/40,属于
CN113985430A,H04W4/40,属于
CN113985430A,G01S17/58,属于
CN113985430A,G07C5/08,属于
CN113985430A,G01S17/08,属于
CN113985430A,G01S17/931,属于
CN113985430A,G01S19/46,属于
CN113985430A,G01S17/86,属于
CN114109415A,E21D9/06,属于
CN114109415A,E21D9/08,属于
CN114357478A,G06F21/60,属于
CN213755059U,G01S13/88,属于
CN213755059U,H05B47/12,属于
CN213755059U,H05B47/13,属于
CN213755059U,H05B47/105,属于
CN112487695A,G06N3/00,属于
CN112487695A,G06F30/25,属于
CN113027801A,F04D27/00,属于
CN113027801A,G01D21/02,属于
CN112374082A,B65G43/02,属于
CN212873715U,G08B21/18,属于
CN112258094A,G06F16/84,属于
CN112258094A,G06F30/23,属于
CN112258094A,G06F16/901,属于
CN112258094A,G06Q10/06,属于
CN112258094A,G06F16/21,属于
CN113665482A,F21V33/00,属于
CN113665482A,G08C17/02,属于
CN113665482A,B60Q7/00,属于
CN113665482A,F21Y115/10,属于
CN211783398U,H04N5/225,属于
CN211783398U,E21F17/00,属于
CN211783398U,G01B21/32,属于
CN113515877A,G06F30/27,属于
CN113515877A,E21D9/00,属于
CN113515877A,G06F30/25,属于
CN112554900A,E21D9/10,属于
CN213751458U,G09B9/00,属于
CN214403598U,B05B12/02,属于
CN214403598U,E21D9/12,属于
CN214403598U,E21D11/10,属于
CN214403598U,B05B12/08,属于
CN214403598U,B05B3/12,属于
CN114021234A,G06F30/13,属于
CN114021234A,G06F119/14,属于
CN114021234A,E21D11/00,属于
CN213960544U,H05K5/02,属于
CN112422216A,H04H20/53,属于
CN112422216A,H04H20/71,属于
CN112422216A,G08C17/02,属于
CN113427619A,G01D21/02,属于
CN113427619A,B28B11/24,属于
CN113427619A,B28B11/08,属于
CN113427619A,B28B1/29,属于
CN113427619A,B28B7/38,属于
CN113427619A,B28B17/00,属于
CN113427619A,G06K17/00,属于
CN113427619A,B28B15/00,属于
CN113427619A,B28B1/04,属于
CN113427619A,B28B23/02,属于
CN212516032U,G08B25/10,属于
CN212516032U,A62C37/50,属于
CN212516032U,G08B13/14,属于
CN112536579A,B23P15/00,属于
CN213945995U,B24B19/20,属于
CN213945995U,B05B13/02,属于
CN213945995U,B24B47/12,属于
CN213945995U,B24B41/00,属于
CN213945995U,B05B15/00,属于
CN213945995U,B05B13/00,属于
CN213945995U,B24B27/033,属于
CN113720499A,G01L1/00,属于
CN113720499A,G01H17/00,属于
CN113720499A,E21F17/18,属于
CN112506242A,G05D16/20,属于
CN112943363A,F16L55/24,属于
CN112943363A,E21F16/02,属于
CN112927549A,H04W4/48,属于
CN112927549A,G06F9/451,属于
CN112927549A,G08G1/123,属于
CN214901113U,G08B17/12,属于
CN214901113U,G01D21/02,属于
CN214901113U,H04N7/18,属于
CN113250718A,E21D11/40,属于
CN113250718A,E21D11/08,属于
CN212854397U,A62C3/16,属于
CN212854397U,A62C31/00,属于
CN212854397U,A62C37/11,属于
CN113923414A,G08B7/06,属于
CN113923414A,G08B17/00,属于
CN113923414A,G08G1/16,属于
CN113923414A,G08G1/017,属于
CN113923414A,H04N7/18,属于
CN113923414A,G08G1/0967,属于
CN113153346A,B02C4/08,属于
CN113153346A,B02C4/28,属于
CN113153346A,E21D9/12,属于
CN114077220A,G05B19/048,属于
CN114132333A,B60W50/00,属于
CN114132333A,B60W40/09,属于
CN113467315A,G05B19/042,属于
CN113702683A,G01R15/20,属于
CN113702683A,G01R19/00,属于
CN113189449A,H04N7/18,属于
CN113189449A,G06K9/00,属于
CN113189449A,G06K9/62,属于
CN113189449A,G01R31/08,属于
CN113189449A,H04N5/232,属于
CN112431634A,G08B7/06,属于
CN112431634A,E21F17/18,属于
CN112431634A,E21F17/00,属于
CN113184678A,B66C13/46,属于
CN113184678A,B66C13/22,属于
CN113184678A,B66C1/02,属于
CN113184678A,E21D11/08,属于
CN113184678A,E21D11/40,属于
CN112832863A,E21F17/00,属于
CN113050654A,G05D1/02,属于
CN113198640A,B05B12/12,属于
CN113198640A,B05D1/02,属于
CN113198640A,B05B15/68,属于
CN113198640A,B05B13/04,属于
CN113198640A,B05B13/00,属于
CN113198640A,B05B15/62,属于
CN113047881A,E21D21/00,属于
CN113047881A,E21D21/02,属于
CN113601505A,B25J9/16,属于
CN113589717A,G05B19/042,属于
CN114135279A,G01D21/02,属于
CN114135279A,G06N3/08,属于
CN114135279A,E21B49/00,属于
CN114135279A,G01N33/24,属于
CN114135279A,E21B47/00,属于
CN114135279A,G06N3/04,属于
CN114135278A,G01N33/24,属于
CN114135278A,E21B49/00,属于
CN114135278A,G01D21/02,属于
CN114135278A,E21B47/00,属于
CN114124503A,G06F16/36,属于
CN114124503A,G06F9/54,属于
CN114124503A,G06N7/00,属于
CN114124503A,G06N3/08,属于
CN114124503A,G06F16/2458,属于
CN114124503A,H04L67/1097,属于
CN114124503A,G16Y30/10,属于
CN114124503A,G06N5/04,属于
CN114124503A,G06K9/62,属于
CN114124503A,G16Y10/80,属于
CN114124503A,H04L67/06,属于
CN114124503A,G06N20/20,属于
CN114124503A,H04L9/40,属于
CN114124503A,G06N3/04,属于
CN114124503A,G16Y40/50,属于
CN114140448A,G06N3/08,属于
CN114140448A,G06T7/00,属于
CN114140448A,G06T7/11,属于
CN114140448A,G06T7/13,属于
CN114140448A,G06T5/00,属于
CN114140448A,G06N3/04,属于
CN212990298U,G01D21/02,属于
CN212990298U,G08B21/18,属于
CN212990298U,G08B21/20,属于
CN113532396A,G01C15/00,属于
CN114182974A,E04G21/32,属于
CN114086967A,G01H17/00,属于
CN114086967A,E21F17/18,属于
CN114086967A,G01M7/02,属于
CN114086967A,E21D9/00,属于
CN114086967A,E21F17/00,属于
CN113808093A,G06T7/35,属于
CN113808093A,G06T7/62,属于
CN113808093A,G06T7/00,属于
CN214046065U,H05B45/12,属于
CN214046065U,H05B45/52,属于
CN112554954A,E21F17/18,属于
CN112554954A,E21F17/00,属于
CN112554954A,E21F7/00,属于
CN116338694A,G01S13/931,属于
CN113513167A,E04G21/00,属于
CN114666080A,H04L9/40,属于
CN114666080A,H04L67/141,属于
CN114580191A,G06F119/14,属于
CN114580191A,G06F30/20,属于
CN115796972A,G06Q30/0283,属于
CN115796972A,G06Q50/08,属于
CN216313473U,H05B47/11,属于
CN216313473U,H05B47/12,属于
CN216313473U,G01D21/02,属于
CN114909623A,F21W131/101,属于
CN114909623A,F21V21/38,属于
CN114909623A,F21V21/14,属于
CN114909623A,F21S8/06,属于
CN114909623A,B08B5/02,属于
CN114485298A,F42D3/00,属于
CN114485298A,F42D1/00,属于
CN215860269U,E21F1/04,属于
CN215860269U,E21F1/08,属于
CN116096305A,A61B17/00,属于
CN115788155A,E04H14/00,属于
CN115788155A,E04H6/18,属于
CN115788155A,G08G1/14,属于
CN115788155A,E04H6/42,属于
CN115788155A,G08G1/123,属于
CN115097778A,G05B19/05,属于
CN216446969U,E21F17/18,属于
CN216446969U,E21F17/00,属于
CN114821247A,G06V10/774,属于
CN114821247A,G06N3/08,属于
CN114821247A,G06V20/54,属于
CN114821247A,G06V10/82,属于
CN114821247A,G06V10/764,属于
CN114821247A,G06N3/04,属于
CN114837552A,E21B7/02,属于
CN114837552A,E21B44/00,属于
CN114837552A,E21B15/04,属于
CN114837552A,E21B21/01,属于
CN216757628U,A61L11/00,属于
CN216757628U,B09B3/40,属于
CN216757628U,B09B3/35,属于
CN216757628U,B09B101/65,属于
CN216757628U,B09B3/30,属于
CN216757628U,A61L2/12,属于
CN115788470A,E21D20/00,属于
CN115788470A,G01D21/02,属于
CN115788470A,E21D9/10,属于
CN114832253A,G08B29/18,属于
CN114832253A,G08B17/12,属于
CN114832253A,G08B17/06,属于
CN114832253A,E21F5/00,属于
CN114832253A,A62C37/00,属于
CN114832253A,A62C3/02,属于
CN114832253A,G08B17/10,属于
CN115371860A,G01B11/16,属于
CN115371860A,G01L1/24,属于
CN114893699A,F16M11/18,属于
CN114893699A,F16M11/24,属于
CN114893699A,F16M11/42,属于
CN114893699A,F16M11/08,属于
CN115223081A,G06T17/00,属于
CN115223081A,G06F30/13,属于
CN115223081A,G06V20/40,属于
CN115223081A,G06T7/70,属于
CN115223081A,G06V10/764,属于
CN115451505A,F24F8/192,属于
CN115451505A,F24F11/72,属于
CN115451505A,F24F8/90,属于
CN115451505A,F24F8/99,属于
CN115451505A,F24F11/52,属于
CN115451505A,F24F110/64,属于
CN115451505A,F24F8/108,属于
CN215222168U,H04B1/08,属于
CN215222168U,H04B1/036,属于
CN215222168U,H04B1/03,属于
CN215222168U,B01D46/10,属于
CN114964362A,G01D21/02,属于
CN114964362A,G06Q50/26,属于
CN114964362A,A01M29/16,属于
CN114964362A,G06Q10/10,属于
CN114964362A,H04L67/12,属于
CN114964362A,G01R31/12,属于
CN114964362A,G08B21/18,属于
CN115929379A,E21F17/18,属于
CN115929379A,E21F1/08,属于
CN115929379A,E21F1/06,属于
CN115929379A,B01D53/26,属于
CN115929379A,E21F3/00,属于
CN115929379A,B01D46/79,属于
CN115929379A,E21F1/04,属于
